,distributor,mpaa,budget,opening_revenue,opening_theaters,runtime_minutes,release_year,release_month,release_date,release_day,genre_crime,genre_drama,genre_adventure,genre_thriller,genre_horror,genre_action,genre_fantasy,genre_sci-fi,genre_comedy,genre_war,genre_mystery,genre_biography,genre_history,genre_romance,genre_family,genre_musical,genre_sport,genre_music,genre_animation,genre_western,genre_documentary,genre_news,director_power,actor_power
831,USA Films,R,26616596.947427925,3726384.199332956,1818,93,2001,4,2001-04-27,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9302017.098281514,414270876.5686268
832,Screen Gems,R,22180497.456189934,4465908.601119276,1514,90,2001,4,2001-04-27,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10777431.257671,48451600.5729256
833,New Line Cinema,R,133082984.73713961,4480250.5107744485,2222,104,2001,4,2001-04-27,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9936822.93547767,261884150.45740458
834,Universal Pictures,PG-13,144260191.33370852,100303573.73871695,3401,130,2001,5,2001-05-04,4,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541942814.9215317,738030235.0063878
835,Sony Pictures Entertainment (SPE),PG-13,95682779.96623524,24305473.722915027,2980,132,2001,5,2001-05-11,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,212912934.33428726,188499973.77995643
836,DreamWorks Distribution,PG,88322566.12267868,62337713.87912212,3587,90,2001,5,2001-05-16,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,394014343.8795836,1232309662.6153836
837,Twentieth Century Fox,PG-13,73602138.43556556,246626.0454698931,2,127,2001,5,2001-05-18,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,84475539.85522792,355584250.4285783
838,Warner Bros.,R,78018266.7416995,13580440.965953857,2375,102,2001,5,2001-05-18,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,119673387.63087423,197993632.3254963
839,Walt Disney Studios Motion Pictures,PG-13,206085987.61958358,86966685.19293192,3214,183,2001,5,2001-05-25,4,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,952487516.6728201,695479671.5419071
840,Metro-Goldwyn-Mayer (MGM),PG-13,88173707.86516854,19176479.42892135,2675,94,2001,6,2001-06-01,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,263905540.8173611,420846344.05338657
841,Revolution Studios,PG-13,69069404.49438202,28818871.026067417,2788,84,2001,6,2001-06-01,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,84856998.00047192,208166562.28509057
842,DreamWorks Distribution,PG-13,117564943.82022472,19704400.400460675,2611,101,2001,6,2001-06-08,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1120651348.4900696,316874235.3777791
843,Walt Disney Studios Motion Pictures,PG,176347415.73033708,483501.99664044945,2,95,2001,6,2001-06-08,4,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,567578146.255912,458426228.97549725
844,Warner Bros.,R,149895303.37078652,26666127.5832809,2678,99,2001,6,2001-06-08,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256766759.93987316,613209957.1462669
845,Paramount Pictures,PG-13,168999606.74157304,70150624.30014607,3308,100,2001,6,2001-06-15,4,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519414682.9846565,441085630.6631093
846,Twentieth Century Fox,PG,102869325.84269664,36793476.04324719,3049,87,2001,6,2001-06-22,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,254830901.74916083,563267228.8770026
847,Universal Pictures,PG-13,55843348.31460674,58913284.95353933,2628,106,2001,6,2001-06-22,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265949631.3989893,395002108.40511495
848,Sony Pictures Entertainment (SPE),R,23512988.764044944,12647641.064865168,1533,130,2001,6,2001-06-27,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,259385901.73873067,191026004.91538352
849,Paramount Pictures,PG-13,10286932.584269663,2213502.475314607,712,81,2001,6,2001-06-29,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,4869514.990483146,66275065.05577641
850,Warner Bros.,PG-13,146956179.7752809,43135503.711573035,3242,146,2001,6,2001-06-29,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5784997331.15453,1927076691.226067
851,Walt Disney Studios Motion Pictures,PG-13,19104303.370786518,6929072.05011236,1601,99,2001,6,2001-06-29,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24891420.095595505,131124258.68909182
852,Miramax,R,66316563.380281694,30215824.6151662,3220,83,2001,7,2001-07-04,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,342782299.740739,223935234.52742302
853,Warner Bros.,PG,88422084.50704226,31990545.747008454,3040,87,2001,7,2001-07-04,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,137622364.98439437,541476632.8410677
854,Twentieth Century Fox,R,36842535.211267605,19606163.3279662,2025,98,2001,7,2001-07-06,4,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54298711.13334085,108726637.07834713
855,Sony Pictures Entertainment (SPE),PG-13,201897092.95774648,16813242.734907042,2649,106,2001,7,2001-07-11,2,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,47352723.1270986,397355783.94800866
856,Paramount Pictures,R,100211695.77464789,28028042.662952114,2129,124,2001,7,2001-07-13,4,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312333446.68692374,637116248.6538203
857,Metro-Goldwyn-Mayer (MGM),PG-13,26526625.352112677,30030241.3968,2620,96,2001,7,2001-07-13,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,142242653.21841127,210679023.71669886
858,Universal Pictures,PG-13,137054230.9859155,74822244.74585916,3434,92,2001,7,2001-07-18,2,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579838032.8128715,569783027.4662634
859,Revolution Studios,PG-13,67790264.7887324,44479074.644585915,3011,102,2001,7,2001-07-20,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,137949759.54189298,847258664.4095821
860,Metro-Goldwyn-Mayer (MGM),R,10315909.85915493,145588.43584225353,5,111,2001,7,2001-07-20,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9163252.828833804,149296508.91878173
861,Twentieth Century Fox,PG-13,147370140.84507042,100997119.67729577,3500,119,2001,7,2001-07-27,4,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1265955087.0717208,739163852.0956492
862,New Line Cinema,PG-13,132633126.76056339,99339591.70255776,3118,90,2001,8,2001-08-03,4,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,672987468.1872284,610150157.8526112
863,Walt Disney Studios Motion Pictures,G,38316236.61971831,33692158.02567887,2537,115,2001,8,2001-08-03,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,805274188.5504643,202684963.8343253
864,Metro-Goldwyn-Mayer (MGM),R,61895459.15492958,9435728.42964507,2194,116,2001,8,2001-08-03,4,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,24366504.77533521,296602095.5658618
865,Miramax,PG-13,25052923.943661973,20764382.107402816,1678,101,2001,8,2001-08-10,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,142245619.7793465,228072230.42649937
866,Universal Pictures,R,44211042.25352113,66490438.04095775,3063,108,2001,8,2001-08-10,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,222034806.1577549,410718019.65291214
867,Fox Searchlight Pictures,R,4421104.225352113,209047.4921915493,6,101,2001,8,2001-08-10,4,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,13002628.160214085,21767151.292055644
868,Universal Pictures,R,84000980.28169015,10624421.880507043,1595,131,2001,8,2001-08-17,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,197749804.30183095,377162744.3024129
869,Walt Disney Studios Motion Pictures,PG-13,19158118.309859157,3003917.792214085,1605,84,2001,8,2001-08-24,4,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7380146.335977465,51399412.48969295
870,Miramax,R,32421430.985915493,16238042.338174649,2765,104,2001,8,2001-08-24,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97492663.12322544,150489410.56951734
871,Screen Gems,R,41263639.43661972,5606626.270783098,2048,98,2001,8,2001-08-24,4,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60698667.13680727,70145367.97846542
872,DreamWorks Distribution,PG-13,48632146.478873245,3624295.9793239436,903,103,2001,8,2001-08-24,4,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,92234081.95268439,54321729.809234984
873,Warner Bros.,PG-13,50105847.887323946,10343310.389442254,2335,104,2001,8,2001-08-24,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,29110838.878005635,141936416.2931749
874,United Artists,R,14737014.084507043,19314489.818907045,2944,90,2001,8,2001-08-31,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55859436.08366197,55859436.08366197
875,Screen Gems,R,19072159.282108806,11327310.433224902,1297,90,2001,9,2001-09-07,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,32622049.66563096,141869244.5655295
876,Warner Bros.,R,83624083.00616938,8829875.727156477,2525,105,2001,9,2001-09-07,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,137828118.49629346,247822554.93276474
877,Universal Pictures,PG-13,58683567.02187324,15129709.224228827,2438,104,2001,9,2001-09-07,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,143682424.8522845,198761808.04494736
878,Artisan Entertainment,PG-13,24940515.98429613,1673505.6883679193,601,84,2001,9,2001-09-07,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4564913.988726865,129701011.79031001
879,Sony Pictures Entertainment (SPE),PG-13,44012675.266404934,8418814.945238363,1591,106,2001,9,2001-09-14,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26628048.512271453,249296465.16040173
880,Paramount Pictures,PG-13,46946853.6174986,13770600.746180594,2137,106,2001,9,2001-09-14,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,162149763.70875457,339985119.1513878
881,Twentieth Century Fox,PG-13,32275961.862030286,3542427.6549186762,1202,104,2001,9,2001-09-21,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6270936.241581604,124427433.53579721
882,8x Entertainment,PG-13,32275961.862030286,2308397.3316208636,314,104,2001,9,2001-09-21,4,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8872502.00315199,96749721.89675777
883,Twentieth Century Fox,R,73354458.77734156,25073249.410364553,2802,113,2001,9,2001-09-28,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,178668811.60489553,428204398.9377387
884,Warner Bros.,PG-13,45479764.44195177,13235336.194660684,1751,101,2001,9,2001-09-28,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,57891389.201399505,219630146.07216686
885,Paramount Pictures,PG-13,41078496.91531127,22776622.535199102,2507,90,2001,9,2001-09-28,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,166831877.57225233,453539554.35825926
886,Walt Disney Studios Motion Pictures,PG,36801069.21778278,7916584.184333147,2014,86,2001,10,2001-10-05,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,51546792.26000677,115813658.56668803
887,Twentieth Century Fox,R,33856983.68036016,10815479.480799101,2497,97,2001,10,2001-10-05,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37416439.21799005,296491471.37489736
888,Miramax,PG-13,16192470.455824425,8853826.454957794,1225,90,2001,10,2001-10-12,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21631527.170106925,21631527.170106925
889,Metro-Goldwyn-Mayer (MGM),PG-13,110403207.65334836,19211188.561620712,3207,123,2001,10,2001-10-12,4,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,648069434.9852964,489801420.34118766
890,Paramount Classics,R,7728224.535734384,150819.6139110861,33,109,2001,10,2001-10-12,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,837241.9892177829,21700865.744895253
891,DreamWorks Distribution,R,105987079.34721442,10434152.68973551,2262,131,2001,10,2001-10-19,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53946560.930289224,334488760.1649304
892,Twentieth Century Fox,R,51521496.904895894,16214283.185571188,2305,122,2001,10,2001-10-19,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,46520328.75302195,247675074.57356912
893,Newmarket Films,R,8832256.612267869,162651.89368598763,58,113,2001,10,2001-10-26,4,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,761598.1274620147,139786338.33494675
894,Universal Pictures,PG-13,100098908.27236918,25341621.075126622,2541,120,2001,10,2001-10-26,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,74100402.83213282,399078183.454532
895,New Line Cinema,R,23552684.29938098,4156383.415509286,847,96,2001,10,2001-10-26,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10770433.500033766,23929030.58856119
896,Miramax,PG,23552684.29938098,3396095.406111424,900,85,2001,10,2001-10-26,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,6426136.464884638,62538870.56615366
897,Warner Bros.,R,61825796.285875075,22324051.162689928,2781,91,2001,10,2001-10-26,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61631427.75869443,274814500.8602871
898,Walt Disney Studios Motion Pictures,R,14720427.687113114,167094.51876195837,175,86,2001,10,2001-10-26,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73694483.77302124,73408164.16156287
899,New Line Cinema,R,39745154.75520541,432863.00839617336,29,125,2001,10,2001-10-26,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58670415.67453501,213242739.19850785
900,Paramount Pictures,PG-13,110589909.80834273,20692274.53880496,2910,89,2001,11,2001-11-02,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66716820.86972942,342242353.11974955
901,Walt Disney Studios Motion Pictures,G,169571195.03945884,92271895.9413416,3237,92,2001,11,2001-11-02,4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,504666084.8935754,661624968.9366769
902,Miramax,R,14745321.307779029,201229.3998872604,3,122,2001,11,2001-11-02,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,129369623.29619357,48992065.836629085
903,Twentieth Century Fox,PG-13,58981285.231116116,33203949.507835396,2770,114,2001,11,2001-11-09,4,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,746975870.710683,335291626.15860355
904,Warner Bros.,R,57506753.10033821,11536033.09031567,1891,109,2001,11,2001-11-09,4,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34667490.47611048,425658773.08258915
905,Lionsgate,R,10321724.91544532,4239378.669639233,749,96,2001,11,2001-11-16,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29912027.672587294,18412907.20849453
906,Warner Bros.,PG,184316516.34723786,133142319.90091318,3672,152,2001,11,2001-11-16,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1656155919.4435139,1826521400.7534292
907,Artisan Entertainment,R,11796257.046223223,616498.9348139797,105,95,2001,11,2001-11-16,4,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3003153.0491770008,187619860.897368
908,Twentieth Century Fox,PG-13,73726606.53889515,16371653.572356256,2571,95,2001,11,2001-11-21,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,109814724.70506299,338106732.37627256
909,Universal Pictures,R,169571195.03945884,31981311.70095828,2770,126,2001,11,2001-11-21,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269878947.26141846,429528114.88562095
910,Walt Disney Studios Motion Pictures,PG-13,35388771.13866967,6682085.648421645,2011,89,2001,11,2001-11-21,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,20505424.776257046,112775204.7149136
911,Miramax,R,2506704.622322435,138564.7333934611,4,131,2001,11,2001-11-23,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52980830.07625704,296158899.5736509
912,Miramax,PG-13,56032220.96956031,471136.6082976324,402,90,2001,11,2001-11-30,4,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,138887238.803522,84375339.95567966
913,Twentieth Century Fox,PG-13,58981285.231116116,27627030.115028184,2770,106,2001,11,2001-11-30,4,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,86786227.96944757,581337227.5229752
914,Warner Bros.,PG-13,125831748.72665536,56413810.38146011,3075,116,2001,12,2001-12-07,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468410695.83547276,1280603143.933401
915,Paramount Pictures,R,100665398.98132429,37032310.29697793,2742,136,2001,12,2001-12-14,4,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,451865246.6056552,819310164.4988642
916,Sony Pictures Entertainment (SPE),R,22205602.716468595,18675083.60787776,2365,89,2001,12,2001-12-14,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56627668.10010187,60318966.14422688
917,Walt Disney Studios Motion Pictures,R,31087843.80305603,410035.33640067914,5,110,2001,12,2001-12-14,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,105763769.65387124,694711502.4543163
918,New Line Cinema,PG-13,137674736.84210527,69890639.37283532,3359,178,2001,12,2001-12-19,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469223916.24562526,577311334.4922924
919,Twentieth Century Fox,PG,56254193.5483871,5260840.367572157,2506,98,2001,12,2001-12-21,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,286788692.52537805,286672086.1116586
920,Warner Bros.,PG,106586893.03904925,7260253.561392191,2361,152,2001,12,2001-12-21,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,303412689.193106,441010868.49358994
921,Universal Pictures,PG-13,85861663.83701189,543520.616196944,11,135,2001,12,2001-12-21,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,789294596.5594745,870464494.1607457
922,Universal Pictures,R,29607470.28862479,10513997.596604416,1266,93,2001,12,2001-12-21,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46156180.90933786,277168715.95413524
923,Paramount Pictures,G,44411205.43293719,20477690.02519525,3139,82,2001,12,2001-12-21,4,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,119815854.21066216,138308409.7221745
924,Miramax,R,56254193.5483871,1784107.6698811548,186,111,2001,12,2001-12-25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213870190.56726944,332723676.06135756
925,Sony Pictures Entertainment (SPE),R,158399966.04414263,21777614.890458405,2446,157,2001,12,2001-12-25,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,271156045.2913863,529825475.67196923
926,USA Films,R,29311395.585738543,357094.21877758915,9,131,2001,12,2001-12-26,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,98121967.40424195,209777948.98156866
927,Lionsgate,R,5921494.057724958,163658.2527674024,7,111,2001,12,2001-12-26,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,46297085.82118846,183629508.93764544
928,Revolution Studios,R,136194363.32767403,266205.2064855688,4,144,2001,12,2001-12-28,4,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1082364433.561159,765164341.7588266
929,Miramax,PG-13,44310897.79785432,4464356.924822135,1870,95,2002,1,2002-01-04,4,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,187952204.6508131,470054957.5521598
930,Universal Pictures,R,42833867.871259175,701856.5575494071,21,142,2002,1,2002-01-11,4,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16631498.768334275,24468245.37802438
931,Miramax,R,1477029.9265951442,97553.39556182949,3,112,2002,1,2002-01-18,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6712736.189983061,6712736.1899830615
932,Walt Disney Studios Motion Pictures,PG,48741987.57763976,26312193.663116883,2302,99,2002,1,2002-01-18,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,505175469.36404204,440566460.5608237
933,Walt Disney Studios Motion Pictures,PG-13,51696047.43083005,16802913.99943535,2007,131,2002,1,2002-01-25,4,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549783846.3515561,402724640.23142403
934,Twentieth Century Fox,PG-13,14770299.265951442,10365019.107103333,2478,81,2002,1,2002-01-25,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96181867.97701627,30938048.295352995
935,Screen Gems,PG-13,47264957.651044615,16555808.369745908,2331,119,2002,1,2002-01-25,4,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,91645310.63875054,239664750.69286904
936,Warner Bros.,PG,17428953.133822702,17986514.206753246,2411,101,2002,1,2002-01-25,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,151206285.00949714,334595268.20690835
937,Sony Pictures Entertainment (SPE),R,20597007.87401575,4097749.7058830145,1893,86,2002,2,2002-02-01,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7776754.885613048,158861190.92562056
938,Universal Pictures,PG,22068222.72215973,16998438.42367829,2531,88,2002,2,2002-02-08,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,71148754.81076491,140464990.04733223
939,Warner Bros.,R,125053262.09223847,22154188.74816648,2824,108,2002,2,2002-02-08,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64341026.9090108,695632731.7148973
940,Metro-Goldwyn-Mayer (MGM),PG-13,102985039.37007874,13260865.652058491,2762,98,2002,2,2002-02-08,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1104886344.88782,177229622.52004442
941,Walt Disney Studios Motion Pictures,G,29424296.96287964,17492201.66615298,2605,72,2002,2,2002-02-15,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,71251314.66904387,143424876.55928272
942,Fox Searchlight Pictures,R,4413644.544431946,9127278.623689538,1780,100,2002,2,2002-02-15,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,27206237.55165354,27257406.39137346
943,New Line Cinema,PG-13,52963734.53318335,29829166.461799774,2466,116,2002,2,2002-02-15,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105569672.55772778,221628868.9859645
944,Paramount Pictures,PG-13,17654578.177727785,21372613.216164228,2380,93,2002,2,2002-02-15,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,99073934.89717345,122557445.83220214
945,Metro-Goldwyn-Mayer (MGM),R,102985039.37007874,11433918.409707537,2459,125,2002,2,2002-02-15,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,96799816.2362175,511013325.87815243
946,Warner Bros.,R,51492519.68503937,21711504.6140045,2511,101,2002,2,2002-02-22,4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44631950.605174355,66657911.65302909
947,Universal Pictures,PG-13,88272890.88863891,15029967.669010123,2507,104,2002,2,2002-02-22,4,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,603916092.2308048,472963075.9053173
948,Paramount Pictures,R,109723993.2885906,29570679.09969798,3143,138,2002,3,2002-03-01,4,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,114292487.80691274,568433510.9900528
949,DreamWorks Distribution,PG-13,117038926.17449662,33078765.835201338,2944,96,2002,3,2002-03-08,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244999138.91680902,398151632.3616968
950,New Line Cinema,R,21944798.65771812,14640532.406946307,1505,95,2002,3,2002-03-08,4,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37915226.8269463,98892424.28472789
951,Fox Searchlight Pictures,R,1462986.577181208,507654.8792953019,26,97,2002,3,2002-03-13,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10278536.98100671,10278536.98100671
952,Twentieth Century Fox,PG,86316208.05369127,67754498.55832213,3316,81,2002,3,2002-03-15,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,258052405.89882547,418995278.3849397
953,Warner Bros.,PG-13,124353859.06040266,21961520.5942953,2917,95,2002,3,2002-03-15,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,142558960.89943904,808001987.8569826
954,Screen Gems,R,48278557.04697986,25905258.398724828,2528,100,2002,3,2002-03-15,4,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81972564.19578195,171357299.90002543
